capture_id,wf_peak_z,wf_centre_excess_z,wf_centre_active_frac,wf_any_active_frac,wf_centre_to_any_ratio,wf_profile_peak_z,wf_profile_peak_offset,wf_track_jitter,wf_active_span_frac,wf_row_burstiness,label,recording_id,is_synthetic,source_file
rsp03_t4_RSP-03_4_w0003,10.002655913091097,2.004446959228789,1.0,1.0,1.0,36.08974744918171,0.0588235294117647,0.0,1.0,0.155235900120126,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=3000000-4000000
rsp03_t4_RSP-03_4_w0004,13.923848588274106,3.154064352080953,0.875,0.875,1.0,39.44965579183983,0.0784313725490196,0.0,0.875,0.4882610340787122,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=4000000-5000000
rsp03_t4_RSP-03_4_w0005,2.327842299592585,0.0400683021126036,0.0,0.0,0.0,2.313548590591024,0.5686274509803921,0.5,0.0,1.2531805081520837,0,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=5000000-6000000
rsp03_t4_RSP-03_4_w0006,2.252956456454507,0.0465009376943554,0.0,0.0,0.0,2.3433304056566056,0.1568627450980392,0.5,0.0,1.2915674819383915,0,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=6000000-7000000
rsp03_t4_RSP-03_4_w0007,13.39971492198934,1.6871607328551157,0.484375,0.484375,1.0,30.38285492391617,0.0980392156862745,0.0,0.484375,1.029565837707611,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=7000000-8000000
rsp03_t4_RSP-03_4_w0008,7.712770409237374,1.056291080691231,1.0,1.0,1.0,16.41837317281557,0.1176470588235294,0.0,1.0,0.3178125802384158,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=8000000-9000000
rsp03_t4_RSP-03_4_w0009,6.976266595153676,0.8534917773753514,1.0,1.0,1.0,17.21962200989891,0.1176470588235294,0.0,1.0,0.3568895273221392,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=9000000-10000000
rsp03_t4_RSP-03_4_w0010,8.188808880700352,0.813257593683032,1.0,1.0,1.0,19.77486365521357,0.1372549019607843,0.0,1.0,0.3619611229256568,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=10000000-11000000
rsp03_t4_RSP-03_4_w0011,10.068965475641198,0.4451805125978998,0.59375,0.59375,1.0,17.534910407747464,0.1568627450980392,0.0,0.59375,0.8682267219329678,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=11000000-12000000
rsp03_t4_RSP-03_4_w0012,2.1899716143578267,0.0149183849761055,0.0,0.0,0.0,2.946466364457963,0.9803921568627452,0.5,0.0,1.2170346389851694,0,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=12000000-13000000
rsp03_t4_RSP-03_4_w0013,14.200550136547342,0.2151526367052122,0.484375,0.484375,1.0,32.70573083184421,0.1764705882352941,0.0,0.484375,1.0436936545497024,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=13000000-14000000
rsp03_t4_RSP-03_4_w0014,7.5400204618231745,-0.1647698380377242,0.953125,1.0,0.953125,13.269457666490522,0.1764705882352941,0.0,1.0,1.057628749587504,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=14000000-15000000
